Season,Team,G,Pts,Avg,2FG,2FG_%,3FG,3FG_%,FT,FT_%,Reb,St,As,Bl,full_name
2014-15,FC Bayern Munich,3,10,3.3,2/4,50,2/4,50,0/0,0,5,1,1,1,"ZIPSER, PAUL"
2015-16,FC Bayern Munich,10,53,5.3,14/22,63.6,5/18,27.8,10/10,100,31,4,12,7,"ZIPSER, PAUL"
2019-20,FC Bayern Munich,28,237,8.5,53/115,46.1,25/62,40.3,56/70,80,96,14,33,12,"ZIPSER, PAUL"
2020-21,FC Bayern Munich,5,35,7,3/6,50,7/20,35,8/10,80,12,2,6,2,"ZIPSER, PAUL"
2016-17,Darussafaka Dogus Istanbul,20,180,9,72/111,64.9,0/0,0,36/56,64.3,134,4,7,15,"ZIZIC, ANTE"
2020-21,Maccabi Playtika Tel Aviv,5,58,11.6,25/41,61,0/0,0,8/10,80,26,1,4,4,"ZIZIC, ANTE"
2015-16,Maccabi FOX Tel Aviv,1,0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,"ZOOSMAN, YOVEL"
2017-18,Maccabi FOX Tel Aviv,14,25,1.8,5/9,55.6,4/11,36.4,3/3,100,11,4,9,1,"ZOOSMAN, YOVEL"
2018-19,Maccabi FOX Tel Aviv,30,91,3,22/42,52.4,12/32,37.5,11/13,84.6,60,20,35,7,"ZOOSMAN, YOVEL"
2019-20,Maccabi FOX Tel Aviv,23,124,5.4,35/66,53,11/39,28.2,21/25,84,62,24,39,2,"ZOOSMAN, YOVEL"
2013-14,Lokomotiv Kuban Krasnodar,21,77,3.7,11/33,33.3,13/27,48.1,16/25,64,22,8,10,4,"ZUBKOV, ANDREY"
2015-16,Lokomotiv Kuban Krasnodar,30,129,4.3,34/52,65.4,15/42,35.7,16/21,76.2,57,4,15,0,"ZUBKOV, ANDREY"
2017-18,Khimki Moscow Region,15,47,3.1,12/26,46.2,6/18,33.3,5/11,45.5,28,2,5,0,"ZUBKOV, ANDREY"
2018-19,Khimki Moscow Region,25,113,4.5,36/58,62.1,8/30,26.7,17/22,77.3,55,18,25,3,"ZUBKOV, ANDREY"
2019-20,Zenit St Petersburg,12,49,4.1,13/31,41.9,6/25,24,5/6,83.3,28,2,11,3,"ZUBKOV, ANDREY"
2020-21,Zenit St Petersburg,2,6,3,3/5,60,0/2,0,0/0,0,4,1,1,0,"ZUBKOV, ANDREY"
